iter	Passed	Remaining
1692	5656	1025
1693	5659	1022
1694	5663	1019
1695	5666	1015
1696	5669	1012
1697	5672	1008
1698	5676	1005
1699	5679	1002
1700	5682	998
1701	5686	995
1702	5689	992
1703	5693	988
1704	5696	985
1705	5699	982
1706	5702	978
1707	5706	975
1708	5709	972
1709	5712	968
1710	5715	965
1711	5719	962
1712	5722	958
1713	5725	955
1714	5729	952
1715	5733	948
1716	5736	945
1717	5740	942
1718	5743	938
1719	5746	935
1720	5750	932
1721	5753	928
1722	5756	925
1723	5759	922
1724	5763	918
1725	5766	915
1726	5770	912
1727	5773	908
1728	5777	905
1729	5780	902
1730	5783	898
1731	5787	895
1732	5790	892
1733	5793	888
1734	5797	885
1735	5800	882
1736	5804	878
1737	5807	875
1738	5811	872
1739	5814	868
1740	5817	865
1741	5820	862
1742	5823	858
1743	5826	855
1744	5829	851
1745	5832	848
1746	5835	845
1747	5839	841
1748	5842	838
1749	5845	835
1750	5848	831
1751	5851	828
1752	5854	824
1753	5857	821
1754	5860	818
1755	5863	814
1756	5866	811
1757	5870	808
1758	5873	804
1759	5876	801
1760	5879	797
1761	5882	794
1762	5885	791
1763	5888	787
1764	5891	784
1765	5894	781
1766	5898	777
1767	5901	774
1768	5904	771
1769	5907	767
1770	5910	764
1771	5914	760
1772	5917	757
1773	5921	754
1774	5924	751
1775	5928	747
1776	5931	744
1777	5934	741
1778	5937	737
1779	5941	734
1780	5944	730
1781	5947	727
1782	5951	724
1783	5954	720
1784	5957	717
1785	5960	714
1786	5964	710
1787	5967	707
1788	5970	704
1789	5973	700
1790	5976	697
1791	5979	694
1792	5983	690
1793	5986	687
1794	5989	684
1795	5992	680
1796	5995	677
1797	5999	673
1798	6002	670
1799	6005	667
1800	6008	663
1801	6011	660
1802	6015	657
1803	6018	653
1804	6021	650
1805	6024	647
1806	6027	643
1807	6030	640
1808	6034	637
1809	6037	633
1810	6040	630
1811	6043	627
1812	6046	623
1813	6049	620
1814	6052	616
1815	6056	613
1816	6059	610
1817	6062	606
1818	6065	603
1819	6068	600
1820	6072	596
1821	6075	593
1822	6078	590
1823	6081	586
1824	6084	583
1825	6087	580
1826	6090	576
1827	6093	573
1828	6097	570
1829	6100	566
1830	6103	563
1831	6106	559
1832	6109	556
1833	6112	553
1834	6116	549
1835	6119	546
1836	6122	543
1837	6125	539
1838	6128	536
1839	6132	533
1840	6135	529
1841	6138	526
1842	6141	523
1843	6145	519
1844	6148	516
1845	6151	513
1846	6154	509
1847	6157	506
1848	6161	503
1849	6164	499
1850	6167	496
1851	6171	493
1852	6174	489
1853	6177	486
1854	6180	483
1855	6183	479
1856	6186	476
1857	6189	473
1858	6193	469
1859	6196	466
1860	6199	463
1861	6202	459
1862	6205	456
1863	6209	453
1864	6212	449
1865	6215	446
1866	6219	443
1867	6222	439
1868	6226	436
1869	6229	433
1870	6233	429
1871	6236	426
1872	6239	423
1873	6242	419
1874	6245	416
1875	6249	413
1876	6252	409
1877	6255	406
1878	6259	403
1879	6262	399
1880	6265	396
1881	6269	393
1882	6272	389
1883	6275	386
1884	6278	383
1885	6281	379
1886	6284	376
1887	6287	372
1888	6290	369
1889	6293	366
1890	6296	362
1891	6300	359
1892	6303	356
1893	6306	352
1894	6309	349
1895	6312	346
1896	6315	342
1897	6318	339
1898	6321	336
1899	6324	332
1900	6327	329
1901	6330	326
1902	6333	322
1903	6336	319
1904	6340	316
1905	6343	312
1906	6346	309
1907	6349	306
1908	6352	302
1909	6355	299
1910	6358	296
1911	6361	292
1912	6365	289
1913	6368	286
1914	6371	282
1915	6374	279
1916	6377	276
1917	6380	272
1918	6383	269
1919	6387	266
1920	6390	262
1921	6393	259
1922	6396	256
1923	6399	252
1924	6402	249
1925	6405	246
1926	6408	242
1927	6411	239
1928	6415	236
1929	6418	232
1930	6421	229
1931	6424	226
1932	6427	222
1933	6431	219
1934	6434	216
1935	6437	212
1936	6440	209
1937	6443	206
1938	6446	202
1939	6449	199
1940	6453	196
1941	6456	192
1942	6459	189
1943	6462	186
1944	6465	182
1945	6468	179
1946	6471	176
1947	6474	172
1948	6478	169
1949	6481	166
1950	6484	162
1951	6487	159
1952	6491	156
1953	6493	152
1954	6497	149
1955	6500	146
1956	6503	142
1957	6506	139
1958	6509	136
1959	6512	132
1960	6515	129
1961	6519	126
1962	6522	122
1963	6525	119
1964	6528	116
1965	6531	112
1966	6534	109
1967	6537	106
1968	6541	102
1969	6544	99
1970	6547	96
1971	6550	93
1972	6553	89
1973	6557	86
1974	6560	83
1975	6563	79
1976	6566	76
1977	6569	73
1978	6572	69
1979	6575	66
1980	6578	63
1981	6582	59
1982	6585	56
1983	6588	53
1984	6591	49
1985	6594	46
1986	6597	43
1987	6600	39
1988	6603	36
1989	6606	33
1990	6609	29
1991	6612	26
1992	6615	23
1993	6619	19
1994	6622	16
1995	6625	13
1996	6628	9
1997	6631	6
1998	6634	3
1999	6637	0
