iter	RMSE
1512	0.21662931
1513	0.2165966639
1514	0.2165602093
1515	0.2165220619
1516	0.2164940738
1517	0.2164535796
1518	0.2164123163
1519	0.2163681614
1520	0.2163511397
1521	0.216323666
1522	0.2163081738
1523	0.2162871996
1524	0.2162688255
1525	0.2162504028
1526	0.2162349577
1527	0.2161950967
1528	0.2161768302
1529	0.2161518543
1530	0.2161361341
1531	0.2160866523
1532	0.2160524469
1533	0.2160277643
1534	0.2159744829
1535	0.2159402282
1536	0.215909691
1537	0.2158839318
1538	0.2158490758
1539	0.2158242542
1540	0.2158105134
1541	0.2157977351
1542	0.2157513723
1543	0.2157292249
1544	0.2157005471
1545	0.2156876211
1546	0.2156654979
1547	0.2156263858
1548	0.215612519
1549	0.2155814595
1550	0.2155687029
1551	0.2155485595
1552	0.2155145776
1553	0.2154817049
1554	0.2154604022
1555	0.2154395571
1556	0.2154085609
1557	0.2153732619
1558	0.2153493018
1559	0.2153233489
1560	0.2152987839
1561	0.2152698967
1562	0.2152380809
1563	0.2151849643
1564	0.2151515176
1565	0.215129339
1566	0.2151041602
1567	0.2150718773
1568	0.215059876
1569	0.2150343393
1570	0.2149941888
1571	0.2149503246
1572	0.2149397623
1573	0.2149215885
1574	0.2148962669
1575	0.2148748263
1576	0.2148432678
1577	0.2148121921
1578	0.2147837695
1579	0.2147658996
1580	0.2147506233
1581	0.214737732
1582	0.2147268224
1583	0.2146906142
1584	0.2146392665
1585	0.2146180678
1586	0.2145954374
1587	0.2145567204
1588	0.2145255393
1589	0.2145133826
1590	0.2144846255
1591	0.2144761598
1592	0.2144485231
1593	0.2144333913
1594	0.2144128208
1595	0.2143977894
1596	0.2143702286
1597	0.2143447106
1598	0.2143124559
1599	0.2142949501
1600	0.2142789822
1601	0.21425079
1602	0.2142258684
1603	0.2142149969
1604	0.2141783149
1605	0.2141633188
1606	0.214134137
1607	0.2141253703
1608	0.2140921958
1609	0.2140850749
1610	0.2140471926
1611	0.2140185735
1612	0.2139822054
1613	0.2139457912
1614	0.213932947
1615	0.2139008774
1616	0.2138732916
1617	0.213862432
1618	0.213839784
1619	0.2138180132
1620	0.2137896452
1621	0.2137768224
1622	0.2137245805
1623	0.2137028273
1624	0.2136895417
1625	0.21366485
1626	0.2136394982
1627	0.2136213643
1628	0.2136090773
1629	0.2135964356
1630	0.2135813581
1631	0.2135453019
1632	0.2135228458
1633	0.2134948445
1634	0.2134794429
1635	0.2134275153
1636	0.213407282
1637	0.2133769132
1638	0.2133611171
1639	0.2133199562
1640	0.2132888055
1641	0.2132526459
1642	0.2132116082
1643	0.2131922055
1644	0.2131686092
1645	0.2131444961
1646	0.2131183829
1647	0.2131061739
1648	0.2130844752
1649	0.2130369068
1650	0.2130084791
1651	0.2129883016
1652	0.2129584525
1653	0.212939451
1654	0.2129265988
1655	0.2128840921
1656	0.2128633998
1657	0.2128357449
1658	0.2128182615
1659	0.2127687051
1660	0.2127439001
1661	0.2127062655
1662	0.2126857205
1663	0.2126592388
1664	0.2126435999
1665	0.2126231467
1666	0.2126142279
1667	0.2126047811
1668	0.2125684389
1669	0.2125428049
1670	0.2125193573
1671	0.2124822038
1672	0.2124752981
1673	0.2124357084
1674	0.2124061741
1675	0.2123785874
1676	0.2123391477
1677	0.2123155168
1678	0.212289416
1679	0.2122538536
1680	0.2122191143
1681	0.2121878354
1682	0.2121441251
1683	0.2121286038
1684	0.212107439
1685	0.2120878077
1686	0.212062475
1687	0.2120397061
1688	0.2120267821
1689	0.2119872152
1690	0.211957643
1691	0.2119419434
1692	0.2119175174
1693	0.2118995789
1694	0.21187606
1695	0.2118245185
1696	0.211815122
1697	0.2117975549
1698	0.2117470752
1699	0.2117233277
1700	0.2117024496
1701	0.2116752277
1702	0.2116331932
1703	0.2115973174
1704	0.2115641889
1705	0.2115476706
1706	0.2115352715
1707	0.2115238376
1708	0.2114842933
1709	0.2114562584
1710	0.2114311218
1711	0.2114106795
1712	0.211391189
1713	0.2113791378
1714	0.21135639
1715	0.2113306099
1716	0.2113074185
1717	0.2112892976
1718	0.2112689739
1719	0.2112587146
1720	0.2112433871
1721	0.2112165837
1722	0.2111971306
1723	0.2111649584
1724	0.2111294981
1725	0.2110770846
1726	0.2110679147
1727	0.211043705
1728	0.2110172951
1729	0.2110057017
1730	0.210971378
1731	0.2109356657
1732	0.2109207244
1733	0.2109022812
1734	0.2108817602
1735	0.2108654562
1736	0.2108548925
1737	0.2108085967
1738	0.2107899086
1739	0.2107677243
1740	0.2107102871
1741	0.2106931777
1742	0.2106768055
1743	0.2106614844
1744	0.2106352901
1745	0.2106152493
1746	0.2105927692
1747	0.2105563678
1748	0.2105352578
1749	0.2105250289
1750	0.2105032681
1751	0.2104588674
1752	0.2104128659
1753	0.2103675173
1754	0.2103189964
1755	0.2102860231
1756	0.2102511928
1757	0.2102216952
1758	0.210202959
1759	0.2101902198
1760	0.2101562113
1761	0.2101393804
1762	0.2101280422
1763	0.2100970615
1764	0.2100713368
1765	0.2100658862
1766	0.2100536105
1767	0.2100502295
1768	0.2100299864
1769	0.2099905723
1770	0.2099681265
1771	0.2099282564
1772	0.209900377
1773	0.2098702867
1774	0.2098490179
1775	0.2098378579
1776	0.2098272178
1777	0.2097997694
1778	0.2097877195
1779	0.2097628017
1780	0.2097548139
1781	0.2097423088
1782	0.2097074214
1783	0.209691622
1784	0.2096578019
1785	0.2096102907
1786	0.209572673
1787	0.2095616725
1788	0.2095452646
1789	0.2095363302
1790	0.2095123609
1791	0.2094926288
1792	0.209477744
1793	0.2094659083
1794	0.2094115581
1795	0.2093918553
1796	0.2093793603
1797	0.2093613835
1798	0.2093485815
1799	0.2093242229
1800	0.2092901079
1801	0.2092638085
1802	0.2092307577
1803	0.2092168076
1804	0.2092007228
1805	0.2091770112
1806	0.2091484279
1807	0.2091222186
1808	0.2090913964
1809	0.2090657337
1810	0.2090376516
1811	0.2090219298
1812	0.208996229
1813	0.208976301
1814	0.2089664682
1815	0.2089415486
1816	0.2089322094
1817	0.2089210678
1818	0.2088980725
1819	0.2088821952
1820	0.2088644147
1821	0.208823247
1822	0.2088063882
1823	0.2087726457
1824	0.2087607711
1825	0.2087316423
1826	0.2087029605
1827	0.2086895401
1828	0.208662586
1829	0.2086413885
1830	0.2086180454
1831	0.2085955425
1832	0.208573087
1833	0.2085450443
1834	0.20852042
1835	0.2084743125
1836	0.2084450517
1837	0.2084277537
1838	0.2084168024
1839	0.2083990695
1840	0.2083719216
1841	0.20834211
1842	0.2083300644
1843	0.208311948
1844	0.2082667841
1845	0.2082536538
1846	0.2082434648
1847	0.2082183986
1848	0.2081894091
1849	0.2081694021
1850	0.2081528185
1851	0.2081246173
1852	0.2081095063
1853	0.2080817064
1854	0.2080496542
1855	0.2080339093
1856	0.2080030008
1857	0.2079844301
1858	0.2079575484
1859	0.2079240344
1860	0.2078698328
1861	0.207860564
1862	0.2078382667
1863	0.2078132956
1864	0.2077988379
1865	0.2077847924
1866	0.2077537616
1867	0.2077433713
1868	0.2077226024
1869	0.207699377
1870	0.2076887676
1871	0.2076757047
1872	0.207633167
1873	0.2076267018
1874	0.207618441
1875	0.2076003805
1876	0.2075842611
1877	0.2075480033
1878	0.2075141548
1879	0.2074866311
1880	0.2074657209
1881	0.2074486066
1882	0.2074345545
1883	0.2074172988
1884	0.2074076333
1885	0.2073922297
1886	0.2073761926
1887	0.2073618451
1888	0.2073574723
1889	0.2073085246
1890	0.2072740201
1891	0.2072551667
1892	0.2072305941
1893	0.2072212716
1894	0.2071783194
1895	0.2071703732
1896	0.2071471083
1897	0.2071329387
1898	0.2071177746
1899	0.2070870316
1900	0.2070613377
1901	0.2070420654
1902	0.2070319945
1903	0.2070168969
1904	0.2069939305
1905	0.2069612132
1906	0.2069401975
1907	0.2069098815
1908	0.2068855941
1909	0.2068653415
1910	0.2068448325
1911	0.2068292418
1912	0.2068098682
1913	0.2067730136
1914	0.2067640029
1915	0.2067442471
1916	0.2067368992
1917	0.2067149484
1918	0.2066950647
1919	0.2066741707
1920	0.2066543965
1921	0.2066415778
1922	0.2066205206
1923	0.2065951866
1924	0.2065803379
1925	0.2065531014
1926	0.2065252579
1927	0.2065093486
1928	0.2064859035
1929	0.2064635744
1930	0.2064463098
1931	0.2064032693
1932	0.2063936478
1933	0.2063744779
1934	0.2063312745
1935	0.206307207
1936	0.2063011374
1937	0.2062716286
1938	0.2062569954
1939	0.2062368559
1940	0.2062220969
1941	0.2062027031
1942	0.2061680571
1943	0.2061546082
1944	0.2061209357
1945	0.2061124412
1946	0.2061068256
1947	0.2060993445
1948	0.206072163
1949	0.2060439123
1950	0.206007798
1951	0.2059796219
1952	0.2059627375
1953	0.2059327805
1954	0.2059165535
1955	0.2059039162
1956	0.205889126
1957	0.2058806252
1958	0.2058703494
1959	0.2058569564
1960	0.205844996
1961	0.205816478
1962	0.2057957688
1963	0.2057591008
1964	0.205720797
1965	0.2057126014
1966	0.205699487
1967	0.2056761891
1968	0.2056418253
1969	0.2056217773
1970	0.2056047977
1971	0.2055941745
1972	0.2055629847
1973	0.205523338
1974	0.205514733
1975	0.2054970879
1976	0.205458286
1977	0.2054491507
1978	0.2054330701
1979	0.2054127042
1980	0.2053782115
1981	0.2053468288
1982	0.2053176973
1983	0.2053036973
1984	0.2052861947
1985	0.2052597119
1986	0.2052406421
1987	0.2052270609
1988	0.2052086042
1989	0.2051989154
1990	0.2051739007
1991	0.2051448905
1992	0.2051219226
1993	0.2051039941
1994	0.2050671049
1995	0.2050489079
1996	0.2050332436
1997	0.2050187889
1998	0.2049998349
1999	0.2049902168
